title,rating,comments_count,comments_top5
摔跤吧！爸爸,9.0,1131748,"['阿米尔一人饰演男主角19、29、55岁三个人生段。他首先完成了19岁的戏，然后疯狂增肥，一个月时间变成了体重194斤的55胖大爷，拍完老年戏后，又用5个月的时间疯狂减肥，回去拍29的戏！所以：为什么要这么折腾自己？直接拍完29再拍55不就好了？阿米尔说：那样我就没有动力瘦回去了！', '根据真人真事改编，讲述印度一块女子摔跤金牌的诞生。剧情热血逗乐，竞技惊心动魄，挑不出什么毛病的宝莱坞电影，父女情尽在不言中。阿米尔·汗太敬业了，为了一闪而过的几秒就把自己的身材从肥胖练成魔鬼，好演员都是用生命在演戏啊～', '豆瓣文青们可能已经成功被白左的西方政治正确洗脑了：不放在具体语境下，以西方女权衡量一切本来就是一种偏见和武断。在整体状况还不如中国的印度，本片已经适当地展现了一种进步的女性生活方式，即便在父权的引导之下。让符号化的解读蒙蔽影片传达的真情实感，令人感到可悲。', '关于本片价值观－不看社会背景就评判三观就是耍流氓。在印度的社会状况下，女性是没有自由选择职业的氛围的，先破才能立。就像片中父亲对女儿说的－你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。最后，这场斗争的意义早已超脱出父亲一己的梦想，升华了呀。', '这么好的一部电影。。弄得这踏马什么破译名。。听起来像儿童片似的。。']"
指环王3：王者无敌,9.2,547398,"['即使在一起喝过多少次酒，逛过多少次街，掏过多少次心窝，共度过多少时光，许多人还是没能拥有一个能背起你从地狱走向天堂的朋友——山姆。', '为什么我不爱看指环王', '骑白马的不一定是王子，是甘道夫；精灵战斗的时候，导演不会毁了他的美貌，别提莱戈拉斯了；裹着蜘蛛丝的弗罗多就像埃及艳后克娄巴特拉；胖子是重要的，他们可以背你；俩人被困在末日火山上，我说要有鹰，于是有鹰了；我差点以为阿拉贡要迎娶莱戈拉斯；弗罗多和山姆是真爱，绝逼的真爱。我要再看原著。', '与咕鲁相比，弗罗多是幸运的。他具有别人无可比拟的强大的纯真力量。但他毁灭了魔戒，却无法清除内心被唤醒的邪恶。谁能说在故事最后他远渡海外，不是一种高傲的自我放逐？也许在索伦被消灭的那一刻，他也明白了邪恶的不可战胜。只是不得不与之抗争是英雄的使命。', '我就不明白甘道夫升级为白袍巫师了怎么不爱使魔法，改成肉搏战士了。一直期待他使一招毁天灭地……']"
何以为家,9.1,669533,"['人类究竟为什么对生育有这么大的执念？', '在欧陆人民面前，中东这样的超级人道主义灾难本身就是泪点满满。这样的题材如果是纪录片会更具力量，但想想如此年纪的男主及孩童们居然可以“演绎”得如此逼近现实，女导演的确强大。另外强烈抄送国内逼婚逼生一族。', '努力挣钱好好读书，不要穷到只会做爱生小孩（边看边骂《审判日》，比《审判日》更《审判日》）', '见过游乐园女神被扒光，洗过沾了鲜血的衣服，听过蜘蛛侠变成蟑螂侠的传闻。才知道美丽会变丑陋，纯净会变脏臭，英雄泯然众人，自己却无能为力。把童贞交给世界，用匕首刺穿丑陋，靠起诉状告父母，挤笑脸嘲弄命运。赞恩把婴儿交给男人，才明白自己谁都保护不了。他就站在破败的街角，仿佛人生走到尽头。', '前100分钟拍的没有任何一丝赘笔，冷静利落，最后20分钟稍有煽情过度，但也是在合理范围之内，小男孩的演技已经超过当年的柳乐优弥，戛纳最年轻影帝马上就要诞生了。']"
少年派的奇幻漂流,9.1,1036287,"['语言匮乏。就想搬个板凳坐电影院门口跟行人说：来嘛~', '不得不承认，跟要讲的漂流故事一样，电影有个挺吸引人的3D开头。中间开始乏力，大段大段重复的明信片场景，呼唤神灵喊妈妈。至于所谓的黑暗版，这种流于表面、直接扔给倾听者（观众）去选择的方法，真的很独到吗？信哪个会提升你的人生感悟么？？反正，它是影响不了我对影片的失望', '整座岛上都是丁满！！！', '【狐獴】，艺名丁满，出道时因自身面部表情傻不被业内看好，一直无名，早期作品有《狐獴大宅门》、《狐獴国度》。94年因参演《狮子王》名声大噪，后与疣猪彭彭发行单曲《哈库拉·马塔塔》，并出演电视剧《彭彭丁满历险记》，全球热播。近期，它又在《少年派的奇幻漂流》有着出色表演被更多观众熟知。', '深邃阔海，浩缈星空，绝境谕旨接踵而来，漩流深处响起弥撒之音。李安从来都不会纵情，他只是个温柔的人，腼腆着讲述内心的哲学。']"
飞屋环游记,9.0,968833,"['最后那些最无聊的事情，才是我最怀念的。', '我心中的结局：就在老爷爷被勒令搬进养老院的第二天，来接他的人发现老爷爷静静地坐在椅子上，手中拿着还没充完的气球。他已经死了，脸上留着幸福的笑容。飞屋冒险只是老爷爷死前的幻境。至此影片结束。', '有史以来最强壮的老爷爷和最轻便的房屋~一群最不靠谱的狗和一只引人发笑的怪鸟~外加一位惹人喜爱却戏份不多的老奶奶，组成了一部我大爱的好片！', '从头哭到尾', '史上第二彪悍钉子户的离奇拆迁故事。Pixar完美地成熟了。']"
十二怒汉,9.4,329522,"['情节展开的不错，但是戴维斯主张的部分都只是模棱两可的推测，实际上挨个求证这些东西之后，孩子有可能是凶手，也有可能不是。只是控方的初期工作没有做好，辩方的交叉质询没有做好，案子应该重新调查，而不是简单的判决无罪。\n\n看到有人截屏引用这个十一年前短评做庸俗群众代表我很荣幸。\n\n现在我要补充的话，会说，权利机关的失职是一回事，合理质疑没有毛病，但结局判决无罪是有毛病的。因为不管群众是盲从机构推测，还是盲从男主推测，都只是被碾压。文艺青年批评我追求真相庸俗，那么只要和机构观点相反就行，接受无罪结局才是公平和正义吗。', '其意义不在于“无罪”的结果，而在于整个辩论过程，那是关于人类和世界的哲学大命题，借助12陪审团之辩，对个人和集体，个人和社会，真相和怀疑，等级和尊严，意见和理解，理性和情绪，坚持和盲从，法律和良心，激情和冷静，大胆假设和小心求证等命题，进行交流和探讨，那是火花四溅的碰撞，直指人心。', '“我们会来这里，不是来吵架的。我们肩负着重责大任。我一直觉得这就是民主社会的优点。我们收到信，被通知要来这里，决定一个跟我们素昧平生的人到底有没有罪，不论做出什么样的判决，我们都拿不到好处，也没有损失，那就是我们的国家能这么强大的原因。”精采！剧本、导演、演员个个出色★★★★★ ', '傻了B了，竟然先看介绍，结果观影过程觉得影片本身十分做作。', '偏见，合理的怀疑。任何时候都要保持怀疑的能力。最后，当意见终于统一，每个人默默地穿上外套，离开，桌子上是刚刚一个半小时内发生的巨大震荡留下的痕迹，烟灰缸，纸团，凌乱的纸张，笔，还有那把刀。经过这些震荡后的十二个男人，不管之前是多么的抱着偏见不放，此刻都闪着光。这是人类进步的光芒。']"
鬼子来了,9.2,446442,"['“你是我的爷，我是你的儿！”这辈份够乱的', '陆川快来学习一下牛叉电影是怎么回事吧，不卑不亢不装逼，爱姜文', '一刀刘、二脖子、马大三、四表姐夫、五舅姥爷、六旺、七爷、八婶子、小碌碡...', '十部南京也抵不过一部鬼子来了。', '结尾那颗唯一上色的人头']"
天空之城,9.1,614903,"['时隔十年重新看这部动画片，被海盗老婆婆那句“头发被剪掉了才是大事”感动得乱七八糟。对于一个女孩子来说，什么金钱散尽啊什么历经苦难啊都被这几个字淡淡抹掉，小小一句话简直就是箴言。', '佩服宫崎骏的想象力，电影中的某些情节还历历在目，是部非常不错的动漫电影，弦乐很动听！', '多年后重看天空之城才能更加明白，宫崎骏对细节的处理的用心不仅仅是一时的感动你，宫崎骏能通过他的作品来让你逐渐明白生活的可贵，来明白爱与和平的作用。但就……还是早恋！', '我看这部一直会哭，看了几次哭了几次，也不知道为了什么。总之，一看到手臂长长的铁皮人寂寥的站在那座城中，就控制不住了。', '宫崎骏的一大代表作，不论是剧情，音乐，配图。节奏都非常好。看了好几遍。值得看。青涩的友情爱情，抉择。很纯情。尤其喜欢钢琴曲，不得不说。久石让与宫崎骏绝配']"
素媛,9.2,451526,"['""最孤独的人最亲切，受过伤的人总是笑的最灿烂，因为他们不愿让身边的人承受一样的痛苦"" 从素媛到素望，生活有阳光才有希望，可可梦是全片最治愈点，哭成傻逼。“我总想睡一觉就能回到过去，可早上起来发现，还是没有任何变化，太伤心了...以前奶奶说，哎哟要死要死了，这大概就是人活在世的意义”', '爸爸知道女儿介意排便器的塑料声为她准备装满塑料包装纸的糖果小包，女儿知道一直跟着身后的可可梦是爸爸。', '看前面的惨剧其实会略反感，总觉得在消费别人的苦难。好在故事的重心在治愈与亲情，这也是最感人的部分，尤其父亲第二次扮人偶，太催泪了。', '1，现实还是那么恶心，家人和童话让我们活下去。2，如果心灵得不到安慰，再公正的判决也终是悲剧。', '难得的是没有利用亲情过度煽情，也没有过分纠缠于法律漏洞，避开了韩影最爱用的两个梗，而是更多的聚焦在创伤之后一家人的心理状态变化。重创之后生活始终继续，但你能选择如何面对。此片的所有感动点是来源于细节中和一家人共同努力渡过难关表现出来的积极心态，感动之余，倍感欣慰。有几处台词真心好']"
哈尔的移动城堡,9.1,708293,"['目前为止觉得哈尔是宫崎骏作品里最帅的男角', '看了这个电影就想要一个家。擦地板，在阳光下面放上铺着干净桌布的餐桌，还有照顾小火苗，就如同守护爱人的心一般。', '虽然它确实不如宫崎骏的很多作品，也不是最受欢迎的，但却是我最爱。每次响起俩人初遇时在屋顶跳跃的那段音乐，都觉得莫名的悲伤。也正是因为这种感觉，它才是最爱。', '你的头发染上了星光的颜色……\n爱的颜色……', '宫老唯一采用的美男主~~千年一见']"
大话西游之月光宝盒,9.0,874056,"['当他奔赴一切穿越时空去拯救自己的爱人~~原来只是为了与另一个人的遇见~~', '莫文蔚趴在地上时说了一句话让我很感动，她说，我找到了一个和你很像的人。', '2000年。周星星结尾背着金箍棒转身时看得流眼泪。', '逢年过节必放必看的经典 我记得片子里最后一句台词是：“你看那个人，好奇怪哟，象一条狗。” 多少的唏嘘感慨啊', '【B+】小时候电视上看过很多次段落，却没完整看过。其实我喜欢晶晶姑娘多过紫霞']"
天堂电影院,9.2,479223,"['看来我要少看电影了，我的人生才是我经营的重点，电影终究只是电影啊~~', '没有结尾的热吻，这部片子就只能是还行', '出去闯荡吧，永远不要回来，不要打电话，不要写信。我不要在这里跟你谈话，我要听别人谈论你。。。', '如此美丽，如此悲伤。那些吻戏，那些青春，都在影院的黑暗里被泪水冲刷得无比清晰。', '生活和电影不一样，生活比电影难多了。']"
罗马假日,9.0,709766,"['没有看过这个的经历会显得自己太无知老土，看过了，觉得真是金童玉女啊，真是令人向往的爱情啊！真是......尽管看完了该无知还无知，老土的也没变洋气，毕竟主人公那长相那气质不是几个整容手术几部电影能成就的。', '因为罗马，所以经典。因为短暂，所以永恒。顶着锅盖说一句：其实赫本的气质大过演技～', '没觉得奥黛丽·赫本特别好看，相比更喜欢费·雯丽~~', '赫本，无与伦比的美丽。', '当他把手伸进去，她的表情美丽极了……']"
闻香识女人,9.1,617796,"['当我心中的正直感逐渐淡去之时,我庆幸我看到此片.', '或许是因为年代久远，会觉得故事略显老套，但并不影响影片带来的强烈感触。问题不是哪条路是对的，问题是，你敢不敢走？人即使身残，也应保持灵魂的完整，因为灵魂没有假肢。★★★★', '美酒佳肴衣鬓香影，一曲绝世探戈，尽情绽放然后死……连自杀都这么浪漫。片名叫人没有看的欲望，看完却觉得再适合不过。你我身边都可能会有这样一位愤世嫉俗自以为是夸夸其谈的老顽固，在他身边多呆一秒都是折磨，然后某一天发现他身上的优点比你所能想象的更多。', '气场强大Frank。“你正扼杀了这所学府所坚持的精神，真是耻辱。你们今天给我看的是什么秀？唯一有格调的，坐在我旁边！我可以告诉你们，这孩子的灵魂没有被污染！”“灵魂不可能有义肢。你以为你只是把这好青年像落荒狗似的送回家，我说你是处死了他的灵魂。”', ""刚开始，我觉得阿尔帕西诺演得有些用力了。但是看完，我觉得他就应该这么演。甚至那个年轻人O'Donneil也被他带动出极好的水准。探戈，演说。几近完美的一部片子。""]"
哈利·波特与魔法石,9.0,677180,"['花了8年才看完这部电影....', '作为HP系列的开篇，算是合格完成任务，对人物的交代都很清晰，在许多分裂的HP其他几部，这一部是最忠实表达魔法世界的异彩纷呈的，在交待情节的同时仍不忘学院里的幽灵，会动的画像和楼梯，这在后来几部都几乎没有了。', '一整个世界被打开了的感觉啊。', '这部电影是刚上中学过最后一个六一的时候，学校给放的，太久远的记忆了。作者天马行空的想象力，电影精妙绝伦的现，让我第一次对想象中的“魔法”，有了一个具象的观感。虽然那是一个虚拟的世界，但是我不会忘记那份感动和震撼。九又四分之三站台，分院帽，格兰芬多，魁地奇，都是最精彩的记忆！', '演员最好看的一部。']"
辩护人,9.2,442627,"['重要的不是这个电影拍的如何，而是韩国电影人在拍这样的电影，韩国观众在看这样的电影，没有审查阻止、禁止、扼止你拍，没有无形之手阻止、禁止、扼止你看，这，就是民主。韩国电影这20年的迅猛发展，离不开韩国电影人的勇气和毅力，中国电影人应该有胆量在一块更大的画布上，言说我们这个时代！', '2013年韩国到底要生产多少部在中国是绝对敏感题材的电影，《恐怖直播》《流感》到这部《辩护人》，都是在最后半小时爆发，掏空灵魂的让人陷入深思…影界良心！电影的现实意义大过电影本身，前1个半小时还是有些难代入剧情，好在撑到了结尾，并对“点名”煽术毫无抵抗！', '如果在影院看这部电影，我会起立鼓掌，只是不知道有生之年有没有在中国影院看到这样电影的机会。当我们在自卑到狂妄的心理下吹嘘自己贬低邻国时；当我们对一切黑暗和罪恶习以为常并理所应当时；当我们成为这些行为的帮凶时...我们闭上眼睛装作看不见，其实已经落后人家30年，并且差距只会越来越大...', '一部改变现实的电影：釜山地方法院于2014年2月13日对“釜林事件”进行了二审宣判，判决5名被告人无罪，距离一审判决时隔33年。“因为国民不富裕就不能受法律保护，就不能享受民主，这种说法我是无法接受的。”——宋佑硕', 'OMG，这尽然是一部处女作。瑕不掩瑜，已经很棒了。被宋康昊那神演技弄得几度落泪，与其说是煽情，我倒觉得这就是演员发挥出来的功力见效了，入心。故事很有嚼头，真实事件改编，韩国军事独裁到宣扬民主的一个转折。结尾哭成傻逼了。另，韩影和韩剧真是出自同一个国家吗？Come on...']"
我不是药神,9.0,1513960,"['放在豆瓣语境下，是部时至今日终于拍出来的国产“高分韩国电影”。拿现实题材拍商业类型片，社会意义摆在那，群戏也处理得相当不错。对我们国家而言，这样的电影多一部是一部，走一步是一步。', '最大的病，其实是穷病。真的被感动了，整体都很成熟，也有些许韩片的影子。几个演员表演都非常出色。可看性和内在的表达都不错。这个世界最荒诞在于，越贴近真实，真实越荒诞。人这一生，太不易了。最后，王传君，加油哦！', '我就是想实名表扬一下王传君，内地青年演员里竟然也有这种会演戏并且很卖力的实力派演员，这要是搁在好莱坞，他能拿下一座奥斯卡最佳男配。像这样的现实主义题材电影，如果编剧不是韩家女，它可能连拍摄许可证都拿不到，过审更没戏，它在国内的审查制度下没有可复制性，像这样的电影，且看且珍惜吧！', '“你敢保证你一辈子不得病？”纯粹、直接、有力！常常感叹：电影只能是电影。但每看到这样的佳作，又感慨：电影不只是电影！由衷的希望这部电影大卖！成为话题！成为榜样！成为国产电影最该有的可能。', '三星电影，优缺点都很明显。多加一星是很佩服创作者戴着脚镣跳舞时挟带的私货，表面上其实很媚俗地迎合了审查，但同时又把所有的“不能说”都藏在了全片的各个角落，只露出来一点点让有心有共鸣的观众能够心领神会，就跟海斯法典时期的美国电影一样，给观影添了一层乐趣。']"
